1,1035602772,89977561
1,1124046643,54708554
1,1171976011,15003168
1,1289927501,56710832
1,1810016330,41667271
1,1956194176,57130394
1,2001932672,46749178
1,2165282208,85599581
1,2209063182,11044058
1,2383224085,68494778
1,2464846508,87306015
1,2636787297,25624328
1,2776231839,25231726
1,2809535762,23598987
1,2878897999,42566989
1,3123355202,16553526
1,3239545491,45659171
1,3346213944,21892452
1,3379625109,22564812
1,3483343645,13179088
1,3663293900,89623233
1,3789356538,11045987
1,3807620635,39830905
1,3911519299,28638912
1,4161541146,17054131
1,4173644202,15309958
1,4264575801,76396463
1,4387738871,24297853
1,4566248009,40990470
1,4689193452,32779294
1,4739781514,73086458
1,4910838087,58886353
1,4952336593,27911290
1,5007901472,21472462
1,5020021227,82311842
1,5294234800,87022775
1,5630754018,64896697
1,5857299176,15642416
1,5927196783,24312426
1,5982978320,23790972
1,6005630585,70135205
1,6182245366,24618880
1,6241115747,41359373
1,6331896766,65582259
1,6785838838,15309958
1,6840294612,86807483
1,6905184157,40315373
1,6966902677,91898287
1,7012810829,81370780
1,7072071756,80015997
1,7136029579,97203793
1,7215524155,91497258
1,7227535161,18476101
1,7301100683,41667271
1,7779730212,52036609
1,7794680330,56820404
1,7893236248,18776762
1,8032594822,50845953
1,8250704808,51418761
1,8284828288,76096074
1,8731579155,87621195
1,8760484344,96915577
1,8783489413,23729433
1,8819280702,54775291
1,8894335463,74122936
1,8959493387,68020951
1,8982606993,88726435
1,9289209227,78063495
1,9418389899,57908670
1,9649533474,61574718
1,9656716762,40446184
1,9677764679,25182556
1,9733697499,70344549
1,9867593810,13782311
1,9883645285,61622349
1,SS84191742,34584751
10,1232919155,58605750
10,1318100122,17077054
10,1328179366,17593210
10,1384166478,44614186
10,1496575554,25408698
10,1498497418,32364774
10,1678534978,24196353
10,1734538890,47282633
10,1909506806,59639724
10,1918325161,62729634
10,1959555998,94860929
10,2009417779,65734108
10,2221040126,49099508
10,2286379862,34708695
10,2405472978,13807668
10,2437997756,31578955
10,2490767122,98168260
10,2593056217,63193317
10,2658935516,87480361
10,2828739460,24027057
10,2944619202,58916051
10,2975345345,95651585
10,3229047420,54777213
10,3289520386,30817559
10,3298172647,73260503
10,3553681060,41798091
10,3571192222,10775091
10,3722959701,16797471
10,3816157553,48998465
10,3979030281,72523114
10,4170570304,60112606
10,4183754992,81707012
10,4335767771,66605317
10,4424872194,41428866
10,4432368307,98532933
10,4469524920,83064100
10,4498091153,66642508
10,4958924490,95471803
10,4977670964,38056516
10,5116580792,77813890
10,5237287744,40569135
10,5292511461,81040170
10,5561383077,79639873
10,5771877598,73244130
10,5945651930,85732913
10,6091146479,32104052
10,6123707905,30492985
10,6164175719,21083809
10,6225487806,95651585
10,6314631788,60115786
10,6359961863,15892333
10,6398243085,32617889
10,6468724360,99622047
10,6479260953,55215620
10,6683220248,50339494
10,6997559872,21338254
10,7035162750,46972055
10,7147791939,43401593
10,7245345128,82041340
10,7278270838,44644744
10,7327156361,59486684
10,7546812431,73909136
10,8030630342,70116940
10,8162861673,90881752
10,8446365838,60302406
10,8481192705,19478492
10,8527208410,81291864
10,8626128860,76727326
10,8643832979,72028386
10,8644798392,91702650
10,8708856743,43697784
10,9155273646,86199024
10,9179193221,42843327
10,9256105865,11812794
10,9582315864,64334569
10,9595605176,25049178
10,9615820156,31524538
10,9986055383,19782608
11,1079565574,75426020
11,1215512986,17318284
11,1227480724,39036670
11,1234302119,53129078
11,1242971628,45257819
11,1375190803,20978140
11,1594776537,21791962
11,1596730498,74429592
11,1613511332,61454730
11,1700076557,87224400
11,1808598904,24529653
11,2165159943,10863054
11,2230115181,45748417
11,2295508573,82226729
11,2447609083,25031826
11,2557283350,61050169
11,2635477345,38237965
11,2915049762,41240642
11,2947551804,75509107
11,3184323574,13853677
11,3376289320,36119122
11,3622106582,37912874
11,3757788106,30664322
11,4027651669,59776355
11,4060553069,36905711
11,4110720585,54431770
11,4149756851,26607614
11,4194188078,35558071
11,4230824032,95226920
11,4337729118,29363798
11,4412664875,19513429
11,4540312097,49885628
11,4567243240,20816272
11,4847010672,57331026
11,4869859927,55165508
11,4892301439,32542063
11,5127730429,72514118
11,5189727894,22528255
11,5298984847,33320205
11,5661933901,63366480
11,5866148212,10566614
11,5891943621,30904277
11,6016877089,94074214
11,6320967119,93122077
11,6379774995,28961855
11,6395305082,42167732
11,6399479130,14954926
11,6501271907,10420209
11,6535351062,86708142
11,6693338440,69816499
11,6879827068,81931800
11,6922270722,43862240
11,7960622448,28475927
11,7990548911,61155651
11,8033010188,22126656
11,8294613760,50057212
11,8347722556,57518198
11,8350736242,11973960
11,8370634685,27181729
11,8419871036,17134342
11,8496813032,86126066
11,8581743853,16637340
11,8595348367,23529647
11,8941629530,26074791
11,8955521780,53365719
11,8993643528,96297834
11,9010456003,35590349
11,9031654255,55015923
11,9105640574,31690239
11,9389828127,52511622
11,9483651679,56331719
11,9533430381,29332285
11,9566592783,22945744
11,9585402105,69257449
11,9597248034,60343643
11,9606219328,32058265
11,9682490072,41061445
11,9929544158,17649400
12,1093267512,20723982
12,1213927270,41996467
12,1400482489,78160394
12,1531433244,85216684
12,1571956020,58161766
12,1639191772,47610112
12,1780218239,84453339
12,1936631254,10561979
12,1989931808,23757180
12,2069047712,71312052
12,2121992708,88451871
12,2408199500,25625027
12,2712166593,83998671
12,2852613019,56021041
12,2857529398,72333454
12,2862760438,98355190
12,3061922246,59905557
12,3094641857,12393849
12,3188176620,58250730
12,3326727081,96366008
12,3365769608,68296931
12,3754302291,23738254
12,3805931204,43251506
12,3844328943,15226100
12,3989591383,25240084
12,4072531321,73321848
12,4116042343,46010524
12,4550153694,34394215
12,4758248491,94975880
12,4815558451,78716010
12,4816047476,10780673
12,4891253837,11276918
12,4906062542,74169771
12,4919387981,67296538
12,5027198990,47029183
12,5294625187,28345490
12,5524068399,79543960
12,5643290742,83190920
12,5707572802,71210774
12,5716318423,33258400
12,5797383209,56645292
12,6115828175,64374136
12,6155269056,44362666
12,6182073207,90988153
12,6318298643,33080640
12,6329280278,54445081
12,6365876609,85837134
12,6428838145,91425433
12,6489576121,94285989
12,6649905310,58621544
12,6690538446,88931747
12,6696980295,40991973
12,6809414831,76244447
12,7081726044,54946606
12,7116487260,55434937
12,7287747752,89183573
12,7303878853,43689338
12,7464511773,82910016
12,7465030079,41721242
12,7620085499,31960231
12,7642664511,99454872
12,7725023494,94209713
12,7812024244,67709524
12,7917437264,92006167
12,8003182879,93372868
12,8104384993,52376280
12,8122173648,75509681
12,8205468224,75100460
12,8264085949,84672784
12,8334699372,37834458
12,8461545326,80455446
12,8991161137,76503000
12,9308989434,29707993
12,9604621093,34194856
12,9681254301,42840889
12,9762629857,15388364
12,9783988221,11568875
12,9991682326,91591975
13,1027662307,23023671
13,1264310571,57229337
13,1369457962,56339575
13,1462144030,14015804
13,1533539501,44363107
13,1545389704,22433172
13,1686256165,30476864
13,1880130583,28643079
13,1933023998,20106486
13,2344429148,54857308
13,2390834697,88284172
13,2831536936,93307525
13,2880590803,26108936
13,2882182346,47007817
13,2887287797,50102929
13,2929980515,90614692
13,2989478440,83865624
13,3095014375,18876545
13,3154520866,53899289
13,3183593433,62131803
13,3234876135,92039106
13,3278862048,94547218
13,3339558008,94285683
13,3481017370,82575550
13,3747640408,10648683
13,4024814833,51295903
13,4259758874,30190898
13,4273567279,99565215
13,4351243446,86468813
13,4372569966,58636582
13,4411358900,96277137
13,4495147192,21085996
13,4730784346,23628835
13,4749692937,13779476
13,4750374668,87410963
13,4767255439,83541192
13,4794815038,16825281
13,4926960841,27156458
13,5037733491,26550415
13,5131890168,18528600
13,5268330210,90035825
13,5443128533,78507722
13,5664971685,87753377
13,5727375852,91576265
13,5823506777,81879763
13,5927802994,78927321
13,6299761016,35984993
13,6330110015,18374492
13,6334352262,94079245
13,6439476207,40338440
13,6728971797,10478205
13,6828768922,27567192
13,6843880585,51647112
13,6867425912,60048945
13,6876047554,75387197
13,6978219202,86435609
13,7000031843,39510940
13,7069982135,46119411
13,7257671367,63832735
13,7445555335,16883212
13,7462329249,22165241
13,7684320760,69321893
13,7747629826,95727595
13,8081896662,39069537
13,8092078999,45919772
13,8157810087,60881663
13,8177595089,28778787
13,8638656023,23183329
13,8718399892,21967859
13,8731842642,68456747
13,8826162253,45107408
13,9021713217,83382394
13,9194364988,76065166
13,9408190432,39495688
13,9462119486,29800810
13,9525160668,12305352
13,9691585831,28088733
13,9980571261,18835379
14,1044576634,13933729
14,1145043057,94408850
14,1217507628,14976708
14,1365045891,60354683
14,1373884084,45111741
14,1627611510,14685929
14,2411026276,73941598
14,2819689832,69453697
14,2860226141,37614344
14,3171691178,19352206
14,3336069114,84441235
14,3684614399,66305759
14,3940910743,92143470
14,5088017965,72751162
14,6061168428,12098847
14,6077551812,73865438
14,6704879959,32285983
14,7862993003,49807702
14,7983833103,19580557
14,8660105729,34088656
14,8714363258,36959064
14,8836012468,77664412
14,8839603353,25773215
14,8989806747,99715266
14,9163355580,16765168
14,9323934836,19927698
2,1107128146,92531923
2,1216534996,44971066
2,1234945053,65540839
2,1235182496,35258176
2,1425920358,37310716
2,1563144606,91399006
2,1667112870,72472380
2,1670209490,79740142
2,1769983646,16594988
2,1863556733,,90212288
2,1930126257,18643227
2,2070673523,10682282
2,2100785421,36301465
2,2340020444,46152498
2,2387514720,39847012
2,2425288477,63708305
2,2550163926,26519949
2,2564285335,10913584
2,2640565454,56621211
2,2921138550,32141799
2,3010303832,60164491
2,3291945861,11919066
2,3443500701,50220734
2,3452352809,78744670
2,3537075839,60117331
2,3658111176,56915641
2,3885192688,98816020
2,3956601473,37840094
2,3963515103,39903532
2,4238841235,76231306
2,4361839924,32370513
2,4380846066,92068921
2,4485268126,83295523
2,4509838426,61226860
2,4800483078,67489234
2,5023308978,60041948
2,5220885211,14896182
2,5305929561,45258229
2,5313559915,79009939
2,5390722525,76466782
2,5447603157,45668640
2,5663556925,78272957
2,5736090078,70887777
2,5826323795,21116575
